label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91
APAGA_LA_LUZ,0.08224369031836647,0.08096128984870955,0.053663095076756546,0.05270767290242419,0.17861251336386016,2.264104071981413,1.583743177786032,1.3767482531320974,1.5228362547651786,0.03503202289772183,0.0433223539891562,0.023071420034325146,0.023206455441426268,0.06773382125439424,0.8568279293572498,0.5299285580189819,0.5183131600924634,0.583283610011726,0.0318513751172646,0.04585082716547574,0.021234321194622617,0.032758002482438556,0.07007949551196431,0.7475233453162203,0.870356810022777,1.0050143495355173,0.8527909464503466,0.05905433690607017,0.07052464593177922,0.037870045614461494,0.03919498232682634,0.11360088763743324,1.3328091579556103,1.014546485718648,1.0030132974784756,1.0187539779893915,0.01984265579393044,0.026144056022524183,0.028838598400017366,0.01870068496190185,0.10581515851428747,0.9941351468661591,0.6761437993473811,0.36005164245924626,0.6656373305744834,0,0,0,0,0,0,0,0,0,0.16223308572872597,0.16257169582254422,0.10833206707792632,0.13224097490792436,0.3494468645391469,3.0860325315134705,3.119281816521998,3.103275440483342,2.9273279285408536,0.1816945901527339,0.20262209492794367,0.10697945011014397,0.12589435094790066,0.3331966080804553,3.014493791894644,3.037828629434295,3.0167258681593685,2.8889690891201107,0.02075649899045402,0.021522963054053056,0.009999066204192962,0.010054586535611674,0.025605157461338603,0.2945174227027686,0.2021937771659558,0.19685458483736482,0.15324948790422718,0.014508529911018406,0.01736200583104715,0.009230400080414305,0.010490332176082886,0.027717429882728028,0.3016727804231233,0.2087261825971724,0.20094606660205122,0.2545479254946199,0.6307692307692307
APAGA_LA_LUZ,0.11184602985970109,0.09493676012757397,0.062354543869425745,0.061811086755586254,0.21988799551076452,2.5760027752954477,1.8764280594454064,1.6949936503655458,1.7249048801657851,0.052428539422281824,0.04071637348640199,0.041913110012722084,0.035609977938510916,0.1367582536966044,1.124365503429835,1.046233653437681,0.99407151317261,1.0083597995947495,0.03902398262249082,0.04675987249304738,0.021319961998187937,0.03258628091158327,0.09468354078260655,0.527312838364267,0.8997853562245802,1.0110155269695722,0.9019632677409484,0.06968106102758401,0.05263459029515577,0.053700862898189004,0.04747546593537581,0.17474875951432683,1.3960553343443,1.3483515820626657,1.3035551471342814,1.3040481496681167,0.027119599276145663,0.013613691151590451,0.02472609667314983,0.017133360240077316,0.08830564779733592,1.189698397073872,0.19963121121096186,0.4264588838599089,0.6617815660366695,0,0,0,0,0,0,0,0,0,0.22706631570180927,0.21170695149076982,0.13937078981314244,0.13071795198498826,0.39460879214950056,3.065216338599576,3.1157405782708802,3.035983062018257,3.0046388930767214,0.2672941441850029,0.1920045094701861,0.1411798136116039,0.14698324492463596,0.4438079004924408,3.0614596191921453,3.0311740337950535,3.05297000813202,2.929994203009171,0.025189665699329518,0.03197719059206368,0.01449824741167355,0.011209341106382883,0.026761099821292086,0.32325256711574946,0.29247771164490965,0.2766145389614617,0.2455212333807964,0.01931683896588205,0.01448028245951184,0.012620674485617335,0.01036870987115604,0.03972752427721721,0.26919166799195954,0.2637693766320012,0.30630076781402804,0.3184585557612402,0.7384615384615385
APAGA_LA_LUZ,0.09663669562840072,0.08729319925412111,0.056720779175838336,0.05564467110268798,0.18473715404170576,2.3511027446577804,1.9567642690360791,1.7969520170519626,1.9047158365986818,0.050310828741288664,0.04972752255694721,0.0339892038655834,0.032968066321848274,0.10042591236324366,1.088043922863305,0.8407088952003771,0.8249133735741212,0.8411742660453637,0.0508447495057124,0.051891667899275754,0.02827604982894489,0.038598906311945645,0.10802326859131765,0.6718942392663158,0.7361898566696994,0.8714809396346779,0.7187709685001419,0.06760987817284679,0.06984658805054995,0.04508096000160557,0.04454006900660326,0.1366840579021673,1.3938267576622914,1.2376543293265616,1.2317717796881,1.1981662531317223,0.018763846237095715,0.020578863538713316,0.025423761661965246,0.01517560390505665,0.06755041362420991,0.8119786283071171,0.7724389783861193,0.638908173428819,0.7083286029126086,0,0,0,0,0,0,0,0,0,0.23474398010226621,0.18131388480673852,0.144440197725033,0.13356563190633294,0.4659635212663574,3.1280163408346824,3.1198692414580926,3.113961621827505,3.0167077310505768,0.18438823495706286,0.2171008126227092,0.11777589371787998,0.13053996248439914,0.39421244945204154,3.0571822469042154,3.060722470217689,3.1028705478997995,2.9206883247727733,0.02806456554115285,0.02977190020175789,0.013217146877791628,0.00999614334623869,0.028576151674805234,0.3131830149781953,0.19920748590165943,0.19263869200917383,0.2518337189710432,0.021927860761334506,0.021515783998257803,0.013296368604179867,0.013619694896771652,0.04128491823943268,0.3682191002362279,0.3811602945428958,0.3755799394298861,0.3740516150410656,0.7692307692307693
APAGA_LA_LUZ,0.09410556743392409,0.0763718889357179,0.050884267869889796,0.05975938546813813,0.163452020150005,2.8402581450497504,2.3115354512155943,2.199567253395894,2.2757671884334267,0.07011639600338701,0.03497397728684181,0.04109758447835384,0.056795451061911986,0.17610341246146644,1.761358287504649,1.6540086142019408,1.5883287129681696,1.4997108147774394,0.0189319912049094,0.03961556294001287,0.016340988523714774,0.030422720792737272,0.07662262546308155,0.3246227344265851,0.6708018582604469,0.787040045713172,0.5569312601787565,0.04988636718511219,0.025941424211336352,0.027478851247799037,0.04176979374076102,0.11939443887071503,1.322088974288684,1.3685713832888362,1.301801774127598,1.2191887068772411,0.02260600300296144,0.021118788958442315,0.02551885868405851,0.013978904149865018,0.0550990879023469,1.0290991191796501,0.639751993683751,0.3256851797269172,1.305260264041491,0,0,0,0,0,0,0,0,0,0.13183762535330548,0.13431835629420472,0.10229634045176185,0.1058918945301738,0.30667606200598385,3.108372510371389,3.0992379380186836,3.1374020962247657,2.978713242873384,0.14521686706011158,0.09909933518154217,0.0753829071051005,0.11839208868996484,0.33371115669987517,3.1047694679477726,3.1170539291948844,3.073684755734846,2.891291825649972,0.010907881890318674,0.012424259090960212,0.008756022816037849,0.011026567203620267,0.01877900619957063,0.21258903877533825,0.3046580237017777,0.30345497065579474,0.18640390517419367,0.014148761058045262,0.011736948521888798,0.008166004017038512,0.011103828127484387,0.029221647078073905,0.3464833381866005,0.279132466060035,0.28470393454121534,0.30467228783662686,0.8307692307692308
APAGA_LA_LUZ,0.08123640147409229,0.07228168421222907,0.04119905133655115,0.04832543154486598,0.12655934264087323,2.7224729489610273,1.9572223827709083,1.8491502363088472,1.9789590660277288,0.034445818851627584,0.017354496345663373,0.02221557356853408,0.031295014589062906,0.09056841186763333,0.9810761222595629,0.9907776372767275,0.9613895254397532,0.9412745683314596,0.02556076213311964,0.0350241791494137,0.017874920697547796,0.029211522554312766,0.05628475134230582,0.45969020752366996,0.7455265300075171,0.859386156834901,0.6970845600491357,0.04395552243429525,0.02239228602165144,0.028204429917346334,0.041328690411037684,0.11510883354157957,1.2969958504733,1.3512152031211053,1.3092265447041762,1.2646251528706884,0.016029295588552407,0.010166585099546157,0.014275651768355376,0.007211824470352506,0.03581769130971085,1.260528213303279,1.0884721470656258,0.8718277415433727,1.1543478457105434,0,0,0,0,0,0,0,0,0,0.11964135036864665,0.1459840243793715,0.09713474292130009,0.09526825281828978,0.21673702107480888,3.1344897624981027,3.115231435168247,3.1079897350942027,2.99439449854581,0.1177248754909866,0.06450907400790204,0.07224996397157939,0.10378157634767599,0.27740868778650907,2.9720205968666877,3.104539267358981,3.028456671798734,2.896918119951744,0.010827691087285969,0.011318726357167247,0.005446476817427921,0.006751134668030355,0.012893142202296419,0.17004436021966327,0.12715521290492662,0.1313713860799492,0.11778289108060465,0.006339337873902606,0.0035674605558850625,0.003250210586916717,0.0028402114670563095,0.008705063060680605,0.1024362895706006,0.08478713194102497,0.06704458307863811,0.06767238793758662,0.9076923076923077
APAGA_LA_LUZ,0.0869565127677304,0.07724184818002182,0.047645015391940895,0.059457765835368936,0.12783283060713144,2.801986118261349,2.270000856356069,2.0977982975298586,2.2807525366287,0.04466490026813593,0.026392668688570785,0.030706288535763092,0.04164085332562772,0.11338394545857071,1.502542373963216,1.492129423295668,1.422663755976803,1.3196708112781592,0.02433681009735143,0.0517812126330413,0.017404034153800044,0.029283737548836303,0.05470276106897846,0.43689955238984585,0.6696260358527327,0.8083681653504916,0.5794706206195713,0.04524982112232908,0.027689637142788395,0.02966148475492417,0.04131720623794773,0.10935398525950671,1.4369704183863,1.4392225406232977,1.3797123805096467,1.2870200884840417,0.0199995034947639,0.016275004860610065,0.01973587018359685,0.017466387393352354,0.03734317804826851,1.143771358040234,0.6637988883085996,0.18555230555529068,0.2803885882565661,0,0,0,0,0,0,0,0,0,0.1290282588634565,0.1701624911865733,0.10023402155416698,0.1288875855305372,0.24404310543774624,3.117935086471639,3.0865925722290477,3.1269872180852762,3.067561011774887,0.13419840859417417,0.09799810238173055,0.07702226077453603,0.10804333128603927,0.26910670731253966,3.119321145296661,3.1135358850125745,3.0921500470917276,2.9083604367341276,0.013324660219061825,0.012115175943370552,0.008218673491718502,0.016577170185740196,0.016327905897951342,0.20330475435008977,0.2152504820630941,0.23835752066996518,0.25099716453503473,0.01338452080677355,0.009098046577674697,0.0076290886352771235,0.013891139607300016,0.024473693171034084,0.32060723078947073,0.33753274235404956,0.3375485772517709,0.33849236095897317,0.9846153846153847
BUENAS_NOCHES,0.10712207313469092,0.024563090778883048,0.02376340502045929,0.052656433606006005,0.10889395919922151,2.7918762967520845,2.6886319421163134,2.6724182593800516,2.7196899808931576,0.002904173158039321,0.0005369863108367289,0.0004217126373768408,0.0008840454343805133,0.002779186074212289,0.0816323060634691,0.0822264431409917,0.08113910586975172,0.07960455322395861,0.03982876168158607,0.0081945004901854,0.010862610311813552,0.020762063270313106,0.057321531963415,0.18585358471627278,0.2710650884691692,0.27402700890367987,0.2803364012918323,0.017665395667219426,0.00326636021084073,0.0025651778291890873,0.005377438443330998,0.016905128916945122,0.4965499325847063,0.500163927337722,0.4935499129264266,0.48421559359182625,0.03326133451999162,0.0076806079298002245,0.0049703202763913355,0.02842119479356247,0.04776043680879721,2.505050169728892,2.3160303138403084,2.2566958643897643,2.181903952533645,0,0,0,0,0,0,0,0,0,0.20517471673860047,0.04178260169617911,0.049829842131184396,0.10776010651149577,0.22664969788833672,3.090226934936641,3.1180413598414782,3.099205296218247,3.134953676020581,0.1103585800054942,0.020405479811795697,0.01602508022031995,0.033593726506459504,0.10560907082006699,3.102027630411826,3.124604839357685,3.083286023050565,3.024973022510427,0.015980913011870067,0.00592079082124453,0.006273372470773801,0.008094132362886667,0.016749731293929378,0.05764522330052013,0.07395187688860028,0.05290491207648157,0.05471992798987094,0.005965328648945632,0.0011029989087457134,0.000866220552449727,0.0018158771084572705,0.0057085984227063236,0.16767716921145004,0.1688975588841992,0.1666641093540846,0.1635120552708339,0.5846153846153846
BUENAS_NOCHES,0.12365961832413216,0.029839206435114476,0.028909651978676076,0.051833037522066534,0.14876346999361562,2.885696026929436,2.8091843308632267,2.79732430589627,2.8259988194067422,0.03503929783167986,0.0040434035349636395,0.006868351314507063,0.014379643637173612,0.02497354847891055,0.48414638026509527,0.4716783542868654,0.4627370883552209,0.47268127686900735,0.043450280879379466,0.012214796929935516,0.016380311409452706,0.021661179250496904,0.044661709698916904,0.20997941218252603,0.294989390359301,0.4233738001634779,0.37880386056959076,0.08172901436651372,0.01138538362532012,0.016456169500369173,0.034584980928522746,0.056893176495684594,1.0984300734237313,1.0705051389993387,1.049908088440254,1.0719891114382936,0.047261942586812676,0.004669025636715619,0.007673266111798612,0.021971927214905727,0.03409246000804244,1.912176075915152,1.6449866565621285,1.0481247772882696,1.1262223291939684,0,0,0,0,0,0,0,0,0,0.2077888892729872,0.07778184255068647,0.11128040802377498,0.08338662562475879,0.23032963307608245,3.090807251887135,3.097499086662736,3.124144822194203,3.1182602803202375,0.2656198006462263,0.05703810810767845,0.053199334675866246,0.11517417482397632,0.17437762561098286,3.1243510386254,3.1252715654423207,3.0010585985036338,2.9446633255342247,0.0230162224440637,0.008030591923203722,0.008214665428414205,0.00693889408795822,0.023769368282671583,0.10169340877963313,0.10641193466527195,0.12186436713120351,0.12186286442228657,0.020339063878948554,0.004630586893285557,0.0034166070587980414,0.007281091102754774,0.014977286068922633,0.29718220544418483,0.29252925286138426,0.2860345305016426,0.2818798897899833,0.6615384615384615
BUENAS_NOCHES,0.14152417385667898,0.029853134394828226,0.029824888718478163,0.05565604122285449,0.13478161696349938,2.938984389985638,2.8638490000296617,2.819825038758015,2.817055248723622,0.018500721624871947,0.00217080788764401,0.0020229525896619297,0.006098913904983716,0.014800806071282712,0.28881130397048416,0.28822535168981656,0.28537098348097284,0.28377380219633197,0.04714168631477743,0.011229183420696311,0.00895819114015078,0.02442599170684759,0.06105753303005561,0.17689815551575053,0.3065241581708317,0.37542551878100167,0.33817733668699307,0.06086608749407555,0.007012791103178221,0.006466144553394434,0.02125895844155754,0.047131639723768624,0.8907011347742604,0.8888399536556245,0.8797383405359309,0.8748007166830452,0.07261528027910187,0.013236333936347502,0.012192147899742073,0.029984345445203415,0.05172892621091137,2.2896540425801546,1.3724568394117123,0.9769806185234906,1.2467405973873964,0,0,0,0,0,0,0,0,0,0.2813274510909508,0.07155053722715721,0.053990851728792644,0.11612641205684526,0.26505423714522214,3.1268000982032085,3.135308804178216,3.1317663731768386,3.1128241120693625,0.28833290825073454,0.03298845167291787,0.029196619982913296,0.10951932191935469,0.21663599528355434,3.130063357366486,3.120310018971343,3.072879777177934,3.0548605885171867,0.022477764923202234,0.0077126660608988545,0.006080292247968462,0.007373666139320144,0.020986845996476843,0.09977335240320684,0.16217765241267373,0.18400266979110425,0.16027343404440128,0.02659287796230804,0.0036352810840759838,0.0030178298887776817,0.008645448827414007,0.022823992345762056,0.44987731227470906,0.4474845031377738,0.44109575269283957,0.4396322603162627,0.6461538461538462
BUENAS_NOCHES,0.12465161559745867,0.03904512749285511,0.046980195268776094,0.057239838176488256,0.17245697182545697,2.299514552877339,2.1272333639277443,2.051046667582268,2.056819765503329,0.004894932244384721,0.0011178770912908327,0.0014628128516433981,0.0020687306431194097,0.005116533348021582,0.1565578792660828,0.14876778860334894,0.13419768149360825,0.15544890892596355,0.06503107388453899,0.027534406216651618,0.01848327593826384,0.02237956859411462,0.10232713399352682,0.7096542821739179,0.8870196258054718,0.9517095791975477,0.8565187697299514,0.018215739338786348,0.004027952000855103,0.005984875977848174,0.007812959118862981,0.018563022410670624,0.5643944780824122,0.5375218620412985,0.5011109866122009,0.5615938419519692,0.035683419248693504,0.010212945994468193,0.01950946548940883,0.027242646398924687,0.05899260264737287,1.2196450981769342,0.8678813221353489,0.745395956899838,0.863350909825962,0,0,0,0,0,0,0,0,0,0.45803555467167234,0.18740496417730335,0.10603266835475007,0.1311271994328563,0.7075500864131816,3.068130018650253,3.117885075252902,3.045596733627236,2.9519006858610846,0.08728449684275262,0.018516287158442946,0.03526738529250801,0.03991189834940699,0.08833534484233407,2.594645327664448,2.5173731926087863,2.5815851176306963,2.6241171629855127,0.04092844991586568,0.014098712003338731,0.009597570098426697,0.013670467460787128,0.0395024067920364,0.12931536537101396,0.1535337678684209,0.15897710267746534,0.14893436266905627,0.008019078664135785,0.0016332946107482228,0.0024764052535309715,0.0034284164626098373,0.00762631308385624,0.22026743896626386,0.21454388750239364,0.19065377234004646,0.2219672135917375,0.6307692307692307
BUENAS_NOCHES,0.13447188638345942,0.05188072083495081,0.04682855725573911,0.06030127258093585,0.19012428965326486,2.446645025931669,2.315878479368721,2.2530253005386665,2.2480807889563716,0.010383061630446567,0.004974272225230105,0.0039998721622831164,0.004544535043870257,0.01792064431578461,0.2008267962484564,0.1683213973735842,0.15161305698147742,0.16271950538350177,0.05491164379802423,0.027982934594379644,0.019174188923971505,0.018645279772005176,0.07721203850243236,0.7153827315511875,0.8440149146319259,0.8583326497925697,0.7808614389157373,0.030671845699989618,0.017877166990227476,0.013447614166962624,0.014775279015696665,0.056749836970735656,0.5907982959629171,0.5013021129773989,0.4515256857678877,0.4921817015609371,0.05245463083040489,0.0026471552139617285,0.01568634889905259,0.020814838915276745,0.021717366562953932,0.9751209422949956,0.6020835368627102,0.6007737185664745,0.5907868402291111,0,0,0,0,0,0,0,0,0,0.25632500919049517,0.11333715724706596,0.12125907157559612,0.10041078976622105,0.30739951832555257,3.118350360390142,3.1106557046794685,3.109289180515587,2.884238826960912,0.135347285173034,0.1074098650119777,0.06832191583126544,0.0828721184660597,0.2923761411946127,2.443194636795887,2.1068442193613595,1.9854135032318214,2.407447562213628,0.015589138310684956,0.014178954332100606,0.011246078673857705,0.012132783213122472,0.025763673289487372,0.14401129619661007,0.1322242960174658,0.14726129265329804,0.1684291124855329,0.007357133630682881,0.00477377177831012,0.003194680907874354,0.004242244190072649,0.013395231126447834,0.1161816959434822,0.10654227967772548,0.09558682103250835,0.1069976694317168,0.7076923076923077
BUENAS_NOCHES,0.13075961521584586,0.03278158475070325,0.035159238763728826,0.055747860197500734,0.15169588564303382,2.602284183911828,2.5222286988335836,2.4516927187393662,2.4517748329145532,0.027131106767822658,0.014505754671201194,0.009240068630360778,0.00946446934398248,0.030212596133564473,0.6357913623175004,0.5746368176603605,0.5587358808678292,0.5679318786298899,0.043416509035362774,0.016963805286390056,0.016750405623749624,0.02731803254105955,0.06363418247422425,0.6321872965011582,0.7386479263051752,0.7856382006869663,0.6813439900912559,0.05218595535045918,0.036026180830793994,0.02139484202779047,0.01832914281593009,0.059300817972648225,1.1358487212800095,1.0615825180451208,1.0506345128097103,1.0536339081839283,0.02198182429299598,0.005055750070763181,0.007829489442780646,0.019205623128042547,0.01944595174697438,1.1872224714011685,0.9030441534121674,0.7003072014013253,0.6758392084739014,0,0,0,0,0,0,0,0,0,0.20891763396883276,0.06910979504505586,0.08855581787981932,0.14690169521284852,0.32971502200890024,3.101329903569307,3.1190314304004376,3.1220851812815718,3.0592462837477323,0.19053709382674514,0.20756791138411745,0.10952326439146155,0.08276996819763506,0.2810713030318091,2.971663154013937,3.0151307431518464,3.0616442998826217,3.0169447397486198,0.016119168314433923,0.008135811395408823,0.009619939188229927,0.0123813213056235,0.02406548879165203,0.09859765893650846,0.09172410394837989,0.09916820731523529,0.11441500753895861,0.016696985493202105,0.013978929694769335,0.007114103070602657,0.007112748163777681,0.019675818944095407,0.2865954794885116,0.2974036471464751,0.2951965070640049,0.2707215551209238,0.7538461538461538
BUENAS_TARDES,0.14600767470145196,0.13148624749104115,0.05354571102764474,0.049151420310937985,0.20708851345149126,2.8322653477001514,1.914217737566327,1.7019727493812242,1.7099561118072417,0.06784861281259572,0.028954357146900204,0.03699617018672151,0.03316703882060495,0.11916594682256869,1.313088232656634,1.126079705644527,1.0070053103741048,1.0635896124548743,0.05775819996967844,0.12306735810012381,0.019558383500037173,0.01578769731409272,0.06356277286789658,0.48871739384583585,1.0334322503069542,1.1037534656087602,1.1158260711162156,0.04212630779947534,0.027138629813301576,0.028582263770388725,0.02128856940144391,0.0748547576943232,0.9917570613585185,0.8902729294065335,0.7620322171949182,0.744108323727817,0.04948347290047426,0.010511972168967565,0.008152715145087691,0.02069697543043709,0.05717283629167743,1.0980868353028257,0.5622511304471152,0.3795118195231979,0.33533297399421325,0,0,0,0,0,0,0,0,0,0.28722927032577067,0.3690245158837133,0.11056899848366769,0.08018580171546176,0.32379602323818685,3.130478429787327,3.1159437108494843,3.112284194049939,3.1267439181106154,0.11662165123018423,0.09869695325445782,0.18500133779710473,0.0775328479709821,0.26709904294287945,3.0757951240992356,3.0916903322425977,3.0578635963295704,2.951624909518204,0.01897193357994299,0.02058486105699596,0.009587642672317584,0.006070806002225877,0.03227549439684234,0.13583133699142808,0.25312521863433984,0.2788514639997149,0.2741131675628223,0.012109156067915792,0.006928620693258714,0.009679323628415807,0.005698977739081201,0.017243524883773974,0.26515027328811874,0.33025122001756285,0.3366175840636714,0.30968585322533504,0.9846153846153847
BUENAS_TARDES,0.1382264349572998,0.1433834926362429,0.05255663527107544,0.05381539917616779,0.23009623382034733,2.6060512337286244,1.631343698010948,1.5767721653800295,1.6256253698810412,0.05305230207881952,0.0061729223460439,0.015924844036942543,0.01664524786648711,0.08053390109588435,0.5687961492037142,0.4989262167822909,0.5036401035249479,0.5703536777787138,0.038150901428979256,0.1255665944588584,0.022254296154550986,0.016873726710659447,0.0697629563480296,0.7699213373657223,1.0516338987319371,1.1003202680732882,1.1332803088513452,0.059656085501221305,0.008171129788438276,0.018821256161946333,0.018849198393138526,0.0909475707547773,0.7204160699185578,0.6682313218386061,0.6664058283585051,0.7125335933222973,0.07209759212132959,0.0087499828726578,0.007607624271744103,0.007991955557357046,0.0723949064002861,0.7198155498672056,0.46532722379491853,0.3699876748591636,0.29497423976412396,0,0,0,0,0,0,0,0,0,0.24564270748837533,0.34955378639733226,0.12324437031608232,0.09528103615870338,0.37589683866670254,3.1310032756594466,3.0682835877564334,3.1319796234427155,3.134645822828044,0.15202116431790666,0.03172633880238407,0.05210499890052115,0.05161948114218068,0.23250161167275682,3.1148640442397664,3.1301399775911167,3.0805596165854734,3.0272770998447704,0.020012011124047286,0.016363910163257344,0.00945788544831782,0.006010992513006358,0.026917823380485914,0.16832608007818387,0.18706865202865158,0.17406794419107158,0.16798641521308252,0.008200453250805713,0.002873109990320241,0.002194338844264104,0.003005993046412231,0.011022471991922609,0.12812793983293033,0.12316926123870535,0.12165044022981679,0.13101672055938846,0.9692307692307692
BUENAS_TARDES,0.15631317322758476,0.17914492497799567,0.06529260097134623,0.06253173291250498,0.22132881592409143,2.643780730227884,1.5466036240218444,1.4797861372266854,1.5727758183424125,0.05461551477971146,0.0279760251299745,0.03471374956831367,0.033189436899219146,0.11702176748548546,0.8840856568727629,0.8355747006410268,0.8475488923189098,0.9900043214670692,0.05861322191886237,0.14080911001883412,0.028249246431937557,0.017301756486550572,0.08061327808314304,0.5929378028873541,0.9614789984542204,0.9936044744774213,1.0630714263500576,0.043851508935196494,0.022278516694588687,0.025482810953758428,0.026466295317781583,0.08936367560412621,0.7779381977329122,0.7765028361106168,0.766588185718329,0.8608074777957071,0.04703912771674325,0.009803282744427166,0.012571555356733745,0.026031496180652723,0.08484051746521903,0.9116150130734466,0.23754424758307632,0.35917030673285305,0.23917489509702547,0,0,0,0,0,0,0,0,0,0.2770743837713667,0.422215876465895,0.1830268681335774,0.09715587883233887,0.5190211602372414,3.133473399162193,3.066325550017053,3.0514560838077687,3.1305698725674986,0.1367846716025545,0.07210729640440813,0.06600792400741091,0.07659223736997937,0.2749514203561916,2.464861861797669,2.444979440541711,2.4818202102060276,2.6447967558675347,0.03321426961404188,0.03790650165814138,0.01710885463904971,0.008121467872846982,0.048056269457314484,0.28797590637027987,0.2539939162404407,0.29746230019298775,0.3404304794585469,0.015611695484674419,0.008579638878661682,0.006787977167082925,0.008168720359342694,0.027745059495961438,0.22355411763129396,0.19442689676839525,0.15873011833978318,0.1719165868715741,0.9846153846153847
BUENAS_TARDES,0.16538502134377198,0.19626247716805398,0.04791916467418754,0.05674866879718237,0.16420651421970164,2.944290184040778,1.4935220184219673,1.388660294767189,1.354110115952891,0.000589723142819933,0.00035817554504006594,0.000424684710324072,0.00048010858357765016,0.0013515006399908093,0.0186228799013732,0.014067932988918936,0.012466087282871007,0.019137162011079775,0.05720062526226899,0.10916060762462293,0.014247295768542511,0.011490662504824672,0.04470193806228936,0.3352957845622084,0.9118976282552138,0.9514254162221119,0.9467324725829797,0.0043335623682578565,0.002632041971074247,0.0031207825255669818,0.003528063152686843,0.009931460865067167,0.13684965989848993,0.103377772675554,0.09160665879609703,0.14062884615635932,0.013471788940361391,0.013062875097267695,0.013940967485755611,0.027362516966664814,0.0731577839370035,0.5266380678877219,0.31654480686535796,0.3700935958995876,0.3561195601538363,0,0,0,0,0,0,0,0,0,0.24125424710671886,0.301171008315311,0.08724847254091483,0.11815515777989162,0.24294961112694904,3.1035089602118155,3.0267537760949925,3.0014268722262587,2.9870861613730506,0.032434772855096314,0.019699654977203628,0.02335765906782396,0.026405972096770758,0.07433253519949451,1.024258394575526,0.7737363143905415,0.6856348005579054,1.0525439106093877,0.016331366039587528,0.014548114868845918,0.00887540930910604,0.008078696912740048,0.022386385325824185,0.0932764013569732,0.15046455171482012,0.14741375576637403,0.15101724732291835,0.0012012878835220857,0.0007296168510075418,0.0008650984839934801,0.0009779989665470651,0.0027530568592405375,0.03793549609538985,0.028656900532983018,0.025393881502144642,0.038983107800347694,0.8461538461538461
BUENAS_TARDES,0.1637290701779613,0.1890843973329368,0.050328155693598005,0.05136430130355752,0.16296067917021992,2.9434772350974616,1.5828891687709798,1.434325581782742,1.3653916836374742,0.022763569820073614,0.019339308181341403,0.02148558788086697,0.021522134199146708,0.05642865269882629,0.39536576357503084,0.3056497573379144,0.35085403538440785,0.5065878509690783,0.05198984043884203,0.11199587402782173,0.017676630563113638,0.018448031754498516,0.04219676622717224,0.3006067756519815,0.8816838946037471,0.9134975167340585,0.9179104460354572,0.03528928300628105,0.0362071087874078,0.026064009265088034,0.025372745706653863,0.06684033124845862,0.5501563732349409,0.3658488412844976,0.42466229781323794,0.6169861156993168,0.02084013484403377,0.014798033988663167,0.02965402442641567,0.026235030718104166,0.06238788945659587,0.8756237818499288,0.6761261247433202,0.5496341787072907,0.4693374914411793,0,0,0,0,0,0,0,0,0,0.23304150038780544,0.3318302077538912,0.12605111192736024,0.14875179116064077,0.2622244143633785,3.1135361213986217,3.046523266675005,3.0715646675790733,2.8751154001372146,0.19450440872903993,0.2505886145678725,0.08823780881486638,0.06705443486745662,0.18850472955423953,3.0485392745561435,1.0461237049071013,1.053366468467651,1.6158276765632196,0.022018906644342476,0.027380718630821997,0.01223830484620137,0.010595943549226685,0.025018070840784654,0.12852845000155425,0.1780684479189745,0.20638852475554575,0.18286355415218927,0.01870628804302922,0.01479815970931911,0.00791179777089068,0.005883383924469262,0.017033422457151587,0.20477452695926526,0.11797273463190411,0.14854381904048952,0.22391601565794533,0.8615384615384616
